ProdCodeId	dmdid	Term.from.EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter	DrugIssues	Group
6180841000033113	18987011000001100	Sevikar HCT 40mg/10mg/12.5mg tablets (Daiichi Sankyo UK Ltd)	Sevikar HCT 40mg/10mg/12.5mg tablets	Tablet	Oral	Amlodipine besilate/ Hydrochlorothiazide/ Olmesartan medoxomil	10.000mg + 12.500mg + 40.000mg	2050502	7000	Diuretic
6180941000033117	18987311000001104	Sevikar HCT 40mg/5mg/25mg tablets (Daiichi Sankyo UK Ltd)	Sevikar HCT 40mg/5mg/25mg tablets	Tablet	Oral	Amlodipine besilate/ Hydrochlorothiazide/ Olmesartan medoxomil	5.000mg + 25.000mg + 40.000mg	2050502	1000	Diuretic
6181041000033110	18987611000001108	Sevikar HCT 40mg/10mg/25mg tablets (Daiichi Sankyo UK Ltd)	Sevikar HCT 40mg/10mg/25mg tablets	Tablet	Oral	Amlodipine besilate/ Hydrochlorothiazide/ Olmesartan medoxomil	10.000mg + 25.000mg + 40.000mg	2050502	5000	Diuretic
7681541000033117	18520511000001108	Spironolactone 4mg / Chlorothiazide 40mg capsules	Spironolactone 4mg / Chlorothiazide 40mg capsules	Capsule	Oral	Chlorothiazide/ Spironolactone	40.000mg + 4.000mg		70	Diuretic
7871341000033114	16109911000001102	Nadolol 30mg/5ml oral solution	Nadolol 30mg/5ml oral solution	Oral solution	Oral	Nadolol	6.000mg/1.000ml		400	B-blocker
8196441000033118	374173002	Metolazone 2.5mg tablets	Metolazone 2.5mg tablets	Tablet	Oral	Metolazone	2.500mg		30000	Diuretic
8196541000033117	21574911000001104	Zaroxolyn 2.5mg tablets (Imported (Canada))	Zaroxolyn 2.5mg tablets	Tablet		Metolazone	2.500mg		100	Diuretic
8196641000033116	21574611000001108	Zaroxolyn 5mg tablets (Imported (Canada))	Zaroxolyn 5mg tablets	Tablet		Metolazone	5.000mg		9	Diuretic
8197041000033112	21578911000001104	Indapamide 2.5mg/5ml oral suspension	Indapamide 2.5mg/5ml oral suspension	Oral suspension	Oral	Indapamide	500.000microgram/1.000ml		300	Diuretic
8263641000033112	21940011000001100	Perindopril tosilate 5mg / Indapamide 1.25mg tablets	Perindopril tosilate 5mg / Indapamide 1.25mg tablets	Tablet	Oral	Indapamide/ Perindopril tosilate	1.250mg + 5.000mg		800	Diuretic
8536441000033115	12287411000001104	Bisoprolol 10mg/5ml oral suspension	Bisoprolol 10mg/5ml oral suspension	Oral suspension	Oral	Bisoprolol fumarate	2.000mg/1.000ml		200	B-blocker
8870641000033119	23466611000001104	Doxazosin 4mg/5ml oral solution	Doxazosin 4mg/5ml oral solution	Oral solution	Oral	Doxazosin mesilate	800.000microgram/1.000ml		600	Alpha blocker
8961141000033117	39701011000001104	Nebivolol 10mg tablets	Nebivolol 10mg tablets	Tablet	Oral	Nebivolol hydrochloride	10.000mg		30000	B-blocker
9121841000033115	24331611000001104	Cardide SR 1.5mg tablets (Teva UK Ltd)	Cardide SR 1.5mg tablets	Modified-release tablet	Oral	Indapamide	1.500mg		3000	Diuretic
9159341000033112	24411411000001100	Actelsar HCT 40mg/12.5mg tablets (Actavis UK Ltd)	Actelsar HCT 40mg/12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Telmisartan	12.500mg + 40.000mg		9	Diuretic
9159441000033118	24412511000001108	Actelsar HCT 80mg/12.5mg tablets (Actavis UK Ltd)	Actelsar HCT 80mg/12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Telmisartan	12.500mg + 80.000mg		8	Diuretic
9159541000033117	24413611000001104	Actelsar HCT 80mg/25mg tablets (Accord Healthcare Ltd)	Actelsar HCT 80mg/25mg tablets	Tablet	Oral	Hydrochlorothiazide/ Telmisartan	25.000mg + 80.000mg		20	Diuretic
9173941000033111	24509711000001104	Doxazosin 1mg/5ml oral solution	Doxazosin 1mg/5ml oral solution	Oral solution	Oral	Doxazosin mesilate	200.000microgram/1.000ml		300	Alpha blocker
9278541000033112	16072811000001104	Spironolactone 3mg / Chlorothiazide 30mg capsules	Spironolactone 3mg / Chlorothiazide 30mg capsules	Capsule	Oral	Chlorothiazide/ Spironolactone	30.000mg + 3.000mg		70	Diuretic
9292641000033116	24573211000001100	Tolucombi 40mg/12.5mg tablets (Consilient Health Ltd)	Tolucombi 40mg/12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Telmisartan	12.500mg + 40.000mg		3	Diuretic
9292741000033113	24573411000001104	Tolucombi 80mg/12.5mg tablets (Consilient Health Ltd)	Tolucombi 80mg/12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Telmisartan	12.500mg + 80.000mg		2	Diuretic
9776441000033119	8726911000001102	Sotalol 25mg/5ml oral suspension	Sotalol 25mg/5ml oral suspension	Oral suspension	Oral	Sotalol hydrochloride	5.000mg/1.000ml		300	B-blocker
10024941000033116	28365711000001104	Bisoprolol 5mg / Aspirin 75mg capsules	Bisoprolol 5mg / Aspirin 75mg capsules	Capsule	Oral	Aspirin/ Bisoprolol fumarate	75.000mg + 5.000mg		6	B-blocker
10025041000033116	28365611000001108	Bisoprolol 5mg / Aspirin 100mg capsules	Bisoprolol 5mg / Aspirin 100mg capsules	Capsule	Oral	Aspirin/ Bisoprolol fumarate	100.000mg + 5.000mg		5	B-blocker
10025241000033112	28365311000001104	Bisoprolol 10mg / Aspirin 100mg capsules	Bisoprolol 10mg / Aspirin 100mg capsules	Capsule	Oral	Aspirin/ Bisoprolol fumarate	100.000mg + 10.000mg		1	B-blocker
10650041000033116	16131011000001108	Nadolol 20mg/5ml oral suspension	Nadolol 20mg/5ml oral suspension	Oral suspension	Oral	Nadolol	4.000mg/1.000ml		300	B-blocker
10650141000033117	16110011000001108	Nadolol 30mg/5ml oral suspension	Nadolol 30mg/5ml oral suspension	Oral suspension	Oral	Nadolol	6.000mg/1.000ml		100	B-blocker
11567441000033119	13078011000001104	Prazosin 500micrograms/5ml oral solution	Prazosin 500micrograms/5ml oral solution	Oral solution	Oral	Prazosin hydrochloride	100.000microgram/1.000ml		3	Alpha blocker
11807841000033119	33628611000001104	Benph 5mg tablets (Viatris UK Healthcare Ltd)	Benph 5mg tablets	Tablet	Oral	Terazosin hydrochloride	5.000mg		1	Alpha blocker
12312641000033118	34494911000001104	Alkapamid XL 1.5mg tablets (HBS Healthcare Ltd)	Alkapamid XL 1.5mg tablets	Modified-release tablet	Oral	Indapamide	1.500mg		400	Diuretic
12682141000033115	421069003	Doxazosin 8mg tablets	Doxazosin 8mg tablets	Tablet	Oral	Doxazosin mesilate	8.000mg		40000	Alpha blocker
12682341000033117	36106311000001104	Bedranol 10mg tablets (Ennogen Pharma Ltd)	Bedranol 10mg tablets	Tablet	Oral	Propranolol hydrochloride	10.000mg		100	B-blocker
12682441000033111	36106511000001104	Bedranol 40mg tablets (Ennogen Pharma Ltd)	Bedranol 40mg tablets	Tablet	Oral	Propranolol hydrochloride	40.000mg		600	B-blocker
12682641000033113	36106711000001104	Bedranol 80mg tablets (Ennogen Pharma Ltd)	Bedranol 80mg tablets	Tablet	Oral	Propranolol hydrochloride	80.000mg		50	B-blocker
12682741000033116	36107111000001112	Bedranol 160mg tablets (Ennogen Pharma Ltd)	Bedranol 160mg tablets	Tablet	Oral	Propranolol hydrochloride	160.000mg		10	B-blocker
12988441000033113	36812711000001104	Lorvacs XL 1.5mg tablets (Torrent Pharma (UK) Ltd)	Lorvacs XL 1.5mg tablets	Modified-release tablet	Oral	Indapamide	1.500mg		200	Diuretic
13443441000033115	38240211000001104	Lisoretic 10mg/12.5mg tablets (Bristol Laboratories Ltd)	Lisoretic 10mg/12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Lisinopril	12.500mg + 10.000mg		2	Diuretic
13443541000033119	38240011000001104	Lisoretic 20mg/12.5mg tablets (Bristol Laboratories Ltd)	Lisoretic 20mg/12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Lisinopril	12.500mg + 20.000mg		7	Diuretic
13577541000033118	38659211000001104	Nebivolol 1.25mg tablets	Nebivolol 1.25mg tablets	Tablet	Oral	Nebivolol hydrochloride	1.250mg		2000	B-blocker
13777741000033113	39356011000001104	Spironolactone 12.5mg tablets	Spironolactone 12.5mg tablets	Tablet	Oral	Spironolactone	12.500mg		10000	Spironolactone 
13812841000033111	39565011000001104	Chlortalidone 12.5mg tablets	Chlortalidone 12.5mg tablets	Tablet	Oral	Chlortalidone	12.500mg		100	Diuretic
13813041000033113	39534311000001104	Hylaton 50mg tablets (Morningside Healthcare Ltd)	Hylaton 50mg tablets	Tablet	Oral	Chlortalidone	50.000mg		1	Diuretic
13910541000033116	39992211000001104	Metoprolol 25mg tablets	Metoprolol 25mg tablets	Tablet	Oral	Metoprolol tartrate	25.000mg		400	B-blocker
37641000033110	NA	Alphavase 0.5 Tablets 500 micrograms							400	alpha blocker
92341000033113	NA	Atenixco 50 Tablets 12.5 mg							200	combo
116841000033111	NA	Baratol Tablets 50 mg							1000	alpha blocker
216941000033117	NA	Cardura Tablets 4 mg							60000	alpha blocker
234641000033114	NA	Centyl Tablets 2.5 mg							200	diuretic
234741000033117	NA	Centyl Tablets 5 mg							600	diuretic
557141000033118	NA	Eucardic Tablets 50 mg							1	b-blocker
660541000033111	NA	Half-Betadur Cr M/R capsules 80 mg							2000	b-blocker
660941000033117	NA	Half Propanix La M/R capsules 80 mg							200	b-blocker
740941000033119	NA	Hytrin Bph Starter pack 7 x 1 mg, 7 x 2 mg							200	alpha blocker
741041000033112	3957811000001100	Hytrin BPH tablets starter pack (Advanz Pharma)	Hytrin BPH tablets starter pack	Not applicable				7040100	2000	alpha blocker
741141000033111	3902911000001102	Hytrin tablets starter pack (Advanz Pharma)	Hytrin tablets starter pack	Not applicable	Route of administration not applicable			2050400	3000	alpha blocker
742741000033116	NA	Hygroton Tablets 100 mg							5000	diuretic
742941000033118	NA	Hygroton K Tablets							6000	diuretic
743041000033111	NA	Hygroton-K Tablets							10000	diuretic
743841000033116	NA	Hypovase Tablets 5 mg							10000	alpha blocker
743941000033112	NA	Hytrin Bph Tablets 10 mg							1000	alpha blocker
744041000033114	NA	Hytrin Bph Tablets 2 mg							5000	alpha blocker
744141000033113	NA	Hytrin Bph Tablets 5 mg							7000	alpha blocker
745941000033111	NA	Hypovase Starter Pack Tablets							1000	alpha blocker
796741000033111	NA	Kalspare Ls Tablets							5	diuretic
816641000033116	NA	Lasix + K Tablets							7000	diuretic
849941000033112	NA	Lopresoretic Tablets							10000	diuretic
901441000033118	NA	Mefruside Tablets 25 mg							4000	diuretic
933541000033112	NA	Moduretic Solution							5000	diuretic
1132841000033118	NA	Prestim Forte Tablets							1000	b-blocker
1372841000033114	NA	Spirospare-25 Tablets 25 mg							200	spironolactone
1469541000033115	NA	Trasicor Tablets 160 mg							8000	b-blocker
