ProdCodeId	dmdid	Term.from.EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter	DrugIssues	Group	Name	Class
3177541000033111	4973011000001100	Felogen XL 10mg tablets (Viatris UK Healthcare Ltd)	Felogen XL 10mg tablets	Modified-release tablet	Oral	Felodipine	10.000mg	2060200	400	Mono	Felodipine	CCB
3188741000033111	8046211000001107	Amlostin 5mg tablets (Discovery Pharmaceuticals)	Amlostin 5mg tablets	Tablet	Oral	Amlodipine	5.000mg	2060200	200000	Mono	Amlodipine	CCB
3188841000033118	8046411000001106	Amlostin 10mg tablets (Discovery Pharmaceuticals)	Amlostin 10mg tablets	Tablet	Oral	Amlodipine	10.000mg	2060200	200000	Mono	Amlodipine	CCB
3190741000033112	377488008	Valsartan 80mg / Hydrochlorothiazide 12.5mg tablets	Valsartan 80mg / Hydrochlorothiazide 12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Valsartan	12.500mg + 80.000mg	2050502	100000	Combo	Combo	Combo
3190841000033119	8150111000001108	Co-Diovan 80mg/12.5mg tablets (Novartis Pharmaceuticals UK Ltd)	Co-Diovan 80mg/12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Valsartan	12.500mg + 80.000mg	2050502	10000	Combo	Combo	Combo
3201341000033115	416515008	Valsartan 40mg tablets	Valsartan 40mg tablets	Tablet	Oral	Valsartan	40.000mg	2050502	50000	Mono	Valsartan	ARB
3201441000033114	8263211000001101	Diovan 40mg tablets (Novartis Pharmaceuticals UK Ltd)	Diovan 40mg tablets	Tablet	Oral	Valsartan	40.000mg	2050502	700	Mono	Valsartan	ARB
3225441000033117	9049711000001108	Adipine XL 30mg tablets (Chiesi Ltd)	Adipine XL 30mg tablets	Modified-release tablet	Oral	Nifedipine	30.000mg	2060200	200000	Mono	Nifedipine	CCB
3225541000033116	9049911000001104	Adipine XL 60mg tablets (Chiesi Ltd)	Adipine XL 60mg tablets	Modified-release tablet	Oral	Nifedipine	60.000mg	2060200	90000	Mono	Nifedipine	CCB
3227241000033111	376998003	Candesartan 32mg tablets	Candesartan 32mg tablets	Tablet	Oral	Candesartan cilexetil	32.000mg		2000000	Mono	Candesartan	ARB
3227341000033118	8983911000001107	Amias 32mg tablets (Neon Healthcare Ltd)	Amias 32mg tablets	Tablet	Oral	Candesartan cilexetil	32.000mg		20000	Mono	Candesartan	ARB
3246941000033118	35903311000001104	Atenolol 50mg / Nifedipine 20mg modified-release capsules	Atenolol 50mg / Nifedipine 20mg modified-release capsules	Modified-release capsule	Oral	Atenolol/ Nifedipine	50.000mg + 20.000mg	2040000	50000	Combo	Combo	Combo
3279241000033117	20092911000001108	Enalapril 5mg/5ml oral suspension sugar free	Enalapril 5mg/5ml oral suspension sugar free	Oral suspension	Oral	Enalapril maleate	1.000mg/1.000ml		2000	ever exclusion	Enalapril	ACE
3279541000033115	8145711000001102	Lisicostad 10mg/12.5mg tablets (Genus Pharmaceuticals Ltd)	Lisicostad 10mg/12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Lisinopril	12.500mg + 10.000mg	2050501	20	Combo	Combo	Combo
3279641000033119	8145911000001100	Lisicostad 20mg/12.5mg tablets (Genus Pharmaceuticals Ltd)	Lisicostad 20mg/12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Lisinopril	12.500mg + 20.000mg	2050501	3	Combo	Combo	Combo
3283141000033118	9207711000001100	Quinil 5mg tablets (Tillomed Laboratories Ltd)	Quinil 5mg tablets	Tablet	Oral	Quinapril hydrochloride	5.000mg		1	ever exclusion	Quinapril	ACE
3333941000033117	19820711000001100	Captopril 8mg/5ml oral suspension	Captopril 8mg/5ml oral suspension	Oral suspension	Oral	Captopril	1.600mg/1.000ml		80	ever exclusion	Captopril	ACE
3346841000033117	395497004	Losartan 100mg / Hydrochlorothiazide 25mg tablets	Losartan 100mg / Hydrochlorothiazide 25mg tablets	Tablet	Oral	Hydrochlorothiazide/ Losartan potassium	25.000mg + 100.000mg		300000	Combo	Combo	Combo
3346941000033113	9566911000001104	Cozaar-Comp 100mg/25mg tablets (Organon Pharma (UK) Ltd)	Cozaar-Comp 100mg/25mg tablets	Tablet	Oral	Hydrochlorothiazide/ Losartan potassium	25.000mg + 100.000mg		20000	Combo	Combo	Combo
3851341000033117	8350511000001107	Captopril 3mg/5ml oral solution	Captopril 3mg/5ml oral solution	Oral solution	Oral	Captopril	600.000microgram/1.000ml		800	ever exclusion	Captopril	ACE
3890041000033117	NA	Ramipril Powder For Oral Suspension With Diluent (Kit) 10 mg/5 ml							200	ever exclusion	Ramipril	ACE
3890141000033118	NA	Amlodipine Powder For Oral Suspension With Diluent (Kit) 10 mg/5 ml							300	Mono	Amlodipine	CCB
3908741000033114	10225911000001102	Lercanidipine 20mg tablets	Lercanidipine 20mg tablets	Tablet	Oral	Lercanidipine hydrochloride	20.000mg		3000000	Mono	Lercanidipine	CCB
3908841000033116	10198711000001102	Zanidip 20mg tablets (Recordati Pharmaceuticals Ltd)	Zanidip 20mg tablets	Tablet	Oral	Lercanidipine hydrochloride	20.000mg		20000	Mono	Lercanidipine	CCB
3908941000033112	409184002	Olmesartan medoxomil 20mg / Hydrochlorothiazide 12.5mg tablets	Olmesartan medoxomil 20mg / Hydrochlorothiazide 12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Olmesartan medoxomil	12.500mg + 20.000mg	2050502	60000	Combo	Combo	Combo
3909041000033115	10270711000001104	Olmesartan medoxomil 20mg / Hydrochlorothiazide 25mg tablets	Olmesartan medoxomil 20mg / Hydrochlorothiazide 25mg tablets	Tablet	Oral	Hydrochlorothiazide/ Olmesartan medoxomil	25.000mg + 20.000mg	2050502	20000	Combo	Combo	Combo
3909141000033116	10261511000001104	Olmetec Plus 20mg/12.5mg tablets (Daiichi Sankyo UK Ltd)	Olmetec Plus 20mg/12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Olmesartan medoxomil	12.500mg + 20.000mg	2050502	6000	Combo	Combo	Combo
3909241000033111	10261811000001100	Olmetec Plus 20mg/25mg tablets (Daiichi Sankyo UK Ltd)	Olmetec Plus 20mg/25mg tablets	Tablet	Oral	Hydrochlorothiazide/ Olmesartan medoxomil	25.000mg + 20.000mg	2050502	2000	Combo	Combo	Combo
3940841000033110	8791811000001109	Captopril 2mg capsules	Captopril 2mg capsules	Capsule	Oral	Captopril	2.000mg		200	ever exclusion	Captopril	ACE
3952641000033110	10189111000001106	Nimodrel XL 30mg tablets (Zurich Pharmaceuticals)	Nimodrel XL 30mg tablets	Modified-release tablet	Oral	Nifedipine	30.000mg		80	Mono	Nifedipine	CCB
3952741000033118	10189311000001108	Nimodrel XL 60mg tablets (Zurich Pharmaceuticals)	Nimodrel XL 60mg tablets	Modified-release tablet	Oral	Nifedipine	60.000mg		20	Mono	Nifedipine	CCB
3963741000033115	8278111000001105	Amlodipine 10mg/5ml oral suspension	Amlodipine 10mg/5ml oral suspension	Oral suspension	Oral	Amlodipine	2.000mg/1.000ml		9000	Mono	Amlodipine	CCB
3995241000033112	10970311000001104	Irbesartan 300mg / Hydrochlorothiazide 25mg tablets	Irbesartan 300mg / Hydrochlorothiazide 25mg tablets	Tablet	Oral	Hydrochlorothiazide/ Irbesartan	25.000mg + 300.000mg		50000	Combo	Combo	Combo
3995341000033119	10968611000001106	CoAprovel 300mg/25mg tablets (Sanofi)	CoAprovel 300mg/25mg tablets	Tablet	Oral	Hydrochlorothiazide/ Irbesartan	25.000mg + 300.000mg		6000	Combo	Combo	Combo
4021441000033114	11160311000001108	Amlodipine 5mg / Valsartan 80mg tablets	Amlodipine 5mg / Valsartan 80mg tablets	Tablet	Oral	Amlodipine besilate/ Valsartan	5.000mg + 80.000mg	2060200	40000	Combo	Combo	Combo
4021541000033110	11160211000001100	Amlodipine 5mg / Valsartan 160mg tablets	Amlodipine 5mg / Valsartan 160mg tablets	Tablet	Oral	Amlodipine besilate/ Valsartan	5.000mg + 160.000mg	2060200	30000	Combo	Combo	Combo
4021641000033111	11160111000001108	Amlodipine 10mg / Valsartan 160mg tablets	Amlodipine 10mg / Valsartan 160mg tablets	Tablet	Oral	Amlodipine besilate/ Valsartan	10.000mg + 160.000mg	2060200	40000	Combo	Combo	Combo
4021741000033119	11161811000001108	Exforge 5mg/80mg tablets (Novartis Pharmaceuticals UK Ltd)	Exforge 5mg/80mg tablets	Tablet	Oral	Amlodipine besilate/ Valsartan	5.000mg + 80.000mg	2060200	4000	Combo	Combo	Combo
4021841000033112	11161511000001104	Exforge 5mg/160mg tablets (Novartis Pharmaceuticals UK Ltd)	Exforge 5mg/160mg tablets	Tablet	Oral	Amlodipine besilate/ Valsartan	5.000mg + 160.000mg	2060200	4000	Combo	Combo	Combo
4021941000033116	11160711000001108	Exforge 10mg/160mg tablets (Novartis Pharmaceuticals UK Ltd)	Exforge 10mg/160mg tablets	Tablet	Oral	Amlodipine besilate/ Valsartan	10.000mg + 160.000mg	2060200	4000	Combo	Combo	Combo
4152241000033113	8720311000001101	Ramipril 1.25mg/5ml oral suspension	Ramipril 1.25mg/5ml oral suspension	Oral suspension	Oral	Ramipril	250.000microgram/1.000ml		1000	ever exclusion	Ramipril	ACE
4152841000033112	11506711000001104	Cardioplen XL 2.5mg tablets (Chiesi Ltd)	Cardioplen XL 2.5mg tablets	Modified-release tablet	Oral	Felodipine	2.500mg		200000	Mono	Felodipine	CCB
4153041000033114	NA	Perindopril Oral suspension 8 mg/5 ml							1000	ever exclusion	Perindopril	ACE
4260341000033110	36149611000001104	Verapamil 5mg/2ml solution for injection ampoules	Verapamil 5mg/2ml solution for injection ampoules	Solution for injection	Intravenous	Verapamil hydrochloride	2.500mg/1.000ml	2060200	20	Mono	Verapamil	Verapamil
4273241000033118	14680711000001104	Olmesartan medoxomil 10mg/5ml oral suspension	Olmesartan medoxomil 10mg/5ml oral suspension	Oral suspension	Oral	Olmesartan medoxomil	2.000mg/1.000ml		100	Mono	Olmesartan	ARB
4424741000033110	13112711000001104	Losartan 100mg / Hydrochlorothiazide 12.5mg tablets	Losartan 100mg / Hydrochlorothiazide 12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Losartan potassium	12.500mg + 100.000mg		100000	Combo	Combo	Combo
4424841000033117	13094111000001102	Cozaar-Comp 100mg/12.5mg tablets (Organon Pharma (UK) Ltd)	Cozaar-Comp 100mg/12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Losartan potassium	12.500mg + 100.000mg		5000	Combo	Combo	Combo
4424941000033113	376487009	Valsartan 320mg tablets	Valsartan 320mg tablets	Tablet	Oral	Valsartan	320.000mg		60000	Mono	Valsartan	ARB
4425041000033113	13143311000001102	Diovan 320mg tablets (Novartis Pharmaceuticals UK Ltd)	Diovan 320mg tablets	Tablet	Oral	Valsartan	320.000mg		400	Mono	Valsartan	ARB
4429241000033115	13127311000001108	Felotens XL 2.5mg tablets (Thornton & Ross Ltd)	Felotens XL 2.5mg tablets	Modified-release tablet	Oral	Felodipine	2.500mg	2060200	30000	Mono	Felodipine	CCB
4451941000033110	13401911000001108	Valni XL 30mg tablets (Zentiva Pharma UK Ltd)	Valni XL 30mg tablets	Modified-release tablet	Oral	Nifedipine	30.000mg	2060200	6000	Mono	Nifedipine	CCB
4452041000033116	13402111000001100	Valni XL 60mg tablets (Zentiva Pharma UK Ltd)	Valni XL 60mg tablets	Modified-release tablet	Oral	Nifedipine	60.000mg	2060200	5000	Mono	Nifedipine	CCB
4453941000033114	13454211000001108	Perindopril arginine 2.5mg tablets	Perindopril arginine 2.5mg tablets	Tablet	Oral	Perindopril arginine	2.500mg	2050501	20000	ever exclusion	Perindopril	ACE
4454041000033111	13454411000001108	Perindopril arginine 5mg tablets	Perindopril arginine 5mg tablets	Tablet	Oral	Perindopril arginine	5.000mg	2050501	50000	ever exclusion	Perindopril	ACE
4454141000033110	13454111000001104	Perindopril arginine 10mg tablets	Perindopril arginine 10mg tablets	Tablet	Oral	Perindopril arginine	10.000mg	2050501	60000	ever exclusion	Perindopril	ACE
4454241000033115	13445211000001108	Coversyl Arginine 2.5mg tablets (Servier Laboratories Ltd)	Coversyl Arginine 2.5mg tablets	Tablet	Oral	Perindopril arginine	2.500mg	2050501	30000	ever exclusion	Perindopril	ACE
4454341000033113	13444911000001104	Coversyl Arginine 5mg tablets (Servier Laboratories Ltd)	Coversyl Arginine 5mg tablets	Tablet	Oral	Perindopril arginine	5.000mg	2050501	40000	ever exclusion	Perindopril	ACE
4454441000033119	13444611000001108	Coversyl Arginine 10mg tablets (Servier Laboratories Ltd)	Coversyl Arginine 10mg tablets	Tablet	Oral	Perindopril arginine	10.000mg	2050501	10000	ever exclusion	Perindopril	ACE
4454541000033118	13454311000001100	Perindopril arginine 5mg / Indapamide 1.25mg tablets	Perindopril arginine 5mg / Indapamide 1.25mg tablets	Tablet	Oral	Indapamide/ Perindopril arginine	1.250mg + 5.000mg	2050501	200000	Combo	Combo	Combo
4454641000033117	13444311000001104	Coversyl Arginine Plus 5mg/1.25mg tablets (Servier Laboratories Ltd)	Coversyl Arginine Plus 5mg/1.25mg tablets	Tablet	Oral	Indapamide/ Perindopril arginine	1.250mg + 5.000mg	2050501	70000	Combo	Combo	Combo
4508041000033119	29826311000001100	Amlodipine 5mg/5ml oral solution sugar free	Amlodipine 5mg/5ml oral solution sugar free	Oral solution	Oral	Amlodipine	1.000mg/1.000ml		20000	Mono	Amlodipine	CCB
4521541000033113	18167311000001104	Neofel XL 2.5mg tablets (Actavis UK Ltd)	Neofel XL 2.5mg tablets	Modified-release tablet	Oral	Felodipine	2.500mg		900	Mono	Felodipine	CCB
4521641000033114	8090111000001106	Neofel XL 5mg tablets (Kent Pharma (UK) Ltd)	Neofel XL 5mg tablets	Modified-release tablet	Oral	Felodipine	5.000mg	2060200	200	Mono	Felodipine	CCB
4521741000033117	8089811000001107	Neofel XL 10mg tablets (Kent Pharma (UK) Ltd)	Neofel XL 10mg tablets	Modified-release tablet	Oral	Felodipine	10.000mg	2060200	100	Mono	Felodipine	CCB
4548741000033111	13731911000001108	Telmisartan 80mg / Hydrochlorothiazide 25mg tablets	Telmisartan 80mg / Hydrochlorothiazide 25mg tablets	Tablet	Oral	Hydrochlorothiazide/ Telmisartan	25.000mg + 80.000mg		10000	Combo	Combo	Combo
4548841000033118	13719711000001104	MicardisPlus 80mg/25mg tablets (Boehringer Ingelheim Ltd)	MicardisPlus 80mg/25mg tablets	Tablet	Oral	Hydrochlorothiazide/ Telmisartan	25.000mg + 80.000mg		1000	Combo	Combo	Combo
4590741000033116	865711000001107	Retalzem 60 modified-release tablets (Kent Pharma (UK) Ltd)	Retalzem 60 modified-release tablets	Modified-release tablet	Oral	Diltiazem hydrochloride	60.000mg		700	6 month exclusion	Diltiazem	CCB
4805941000033114	8720711000001102	Ramipril 2.5mg/5ml oral suspension	Ramipril 2.5mg/5ml oral suspension	Oral suspension	Oral	Ramipril	500.000microgram/1.000ml		4000	ever exclusion	Ramipril	ACE
4897741000033118	15773511000001108	Amlodipine 1.5mg/5ml oral suspension	Amlodipine 1.5mg/5ml oral suspension	Oral suspension	Oral	Amlodipine	300.000microgram/1.000ml		200	Mono	Amlodipine	CCB
4953741000033114	8456911000001108	Diltiazem 60mg/5ml oral suspension	Diltiazem 60mg/5ml oral suspension	Oral suspension	Oral	Diltiazem hydrochloride	12.000mg/1.000ml		800	6 month exclusion	Diltiazem	CCB
4954341000033111	12639511000001104	Irbesartan 300mg/5ml oral suspension	Irbesartan 300mg/5ml oral suspension	Oral suspension	Oral	Irbesartan	60.000mg/1.000ml		400	Mono	Irbesartan	ARB
4957541000033114	15148111000001100	Losartan 12.5mg tablets	Losartan 12.5mg tablets	Tablet	Oral	Losartan potassium	12.500mg		400000	Mono	Losartan	ARB
4957641000033110	15138911000001100	Cozaar 12.5mg tablets (Organon Pharma (UK) Ltd)	Cozaar 12.5mg tablets	Tablet	Oral	Losartan potassium	12.500mg		10000	Mono	Losartan	ARB
5005841000033114	429502004	Olmesartan medoxomil 20mg / Amlodipine 5mg tablets	Olmesartan medoxomil 20mg / Amlodipine 5mg tablets	Tablet	Oral	Amlodipine besilate/ Olmesartan medoxomil	5.000mg + 20.000mg	2050502	20000	Combo	Combo	Combo
5005941000033118	429503009	Olmesartan medoxomil 40mg / Amlodipine 5mg tablets	Olmesartan medoxomil 40mg / Amlodipine 5mg tablets	Tablet	Oral	Amlodipine besilate/ Olmesartan medoxomil	5.000mg + 40.000mg	2050502	10000	Combo	Combo	Combo
5006041000033111	429678006	Olmesartan medoxomil 40mg / Amlodipine 10mg tablets	Olmesartan medoxomil 40mg / Amlodipine 10mg tablets	Tablet	Oral	Amlodipine besilate/ Olmesartan medoxomil	10.000mg + 40.000mg	2050502	10000	Combo	Combo	Combo
5006141000033110	15773211000001104	Sevikar 20mg/5mg tablets (Daiichi Sankyo UK Ltd)	Sevikar 20mg/5mg tablets	Tablet	Oral	Amlodipine besilate/ Olmesartan medoxomil	5.000mg + 20.000mg	2050502	4000	Combo	Combo	Combo
5006241000033115	15772911000001108	Sevikar 40mg/5mg tablets (Daiichi Sankyo UK Ltd)	Sevikar 40mg/5mg tablets	Tablet	Oral	Amlodipine besilate/ Olmesartan medoxomil	5.000mg + 40.000mg	2050502	2000	Combo	Combo	Combo
5006341000033113	15772611000001102	Sevikar 40mg/10mg tablets (Daiichi Sankyo UK Ltd)	Sevikar 40mg/10mg tablets	Tablet	Oral	Amlodipine besilate/ Olmesartan medoxomil	10.000mg + 40.000mg	2050502	3000	Combo	Combo	Combo
5008141000033111	8346811000001109	Captopril 10mg/5ml oral suspension	Captopril 10mg/5ml oral suspension	Oral suspension	Oral	Captopril	2.000mg/1.000ml		300	ever exclusion	Captopril	ACE
5056241000033112	8670311000001108	Nifedipine 5mg/5ml oral suspension	Nifedipine 5mg/5ml oral suspension	Oral suspension	Oral	Nifedipine	1.000mg/1.000ml		700	Mono	Nifedipine	CCB
5132041000033112	8348611000001106	Captopril 25mg/5ml oral suspension	Captopril 25mg/5ml oral suspension	Oral suspension	Oral	Captopril	5.000mg/1.000ml		2000	ever exclusion	Captopril	ACE
5149941000033118	15507411000001104	Losartan 2.5mg/ml oral suspension sugar free	Losartan 2.5mg/ml oral suspension sugar free	Oral suspension	Oral	Losartan potassium	2.500mg/1.000ml	2050502	3000	Mono	Losartan	ARB
5150041000033110	15506811000001104	Cozaar 2.5mg/ml oral suspension (Organon Pharma (UK) Ltd)	Cozaar 2.5mg/ml oral suspension	Oral suspension	Oral	Losartan potassium	2.500mg/1.000ml	2050502	200	Mono	Losartan	ARB
5401641000033118	8347411000001109	Captopril 15mg/5ml oral suspension	Captopril 15mg/5ml oral suspension	Oral suspension	Oral	Captopril	3.000mg/1.000ml		40	ever exclusion	Captopril	ACE
5402541000033112	12303311000001108	Nifedipine 2.5mg/5ml oral suspension	Nifedipine 2.5mg/5ml oral suspension	Oral suspension	Oral	Nifedipine	500.000microgram/1.000ml		400	Mono	Nifedipine	CCB
5454041000033117	8791911000001104	Captopril 4mg capsules	Captopril 4mg capsules	Capsule	Oral	Captopril	4.000mg		20	ever exclusion	Captopril	ACE
5490241000033113	13892511000001100	Amlodipine 5mg/5ml oral solution	Amlodipine 5mg/5ml oral solution	Oral solution	Oral	Amlodipine	1.000mg/1.000ml		4000	Mono	Amlodipine	CCB
5566341000033111	409185001	Olmesartan medoxomil 40mg / Hydrochlorothiazide 12.5mg tablets	Olmesartan medoxomil 40mg / Hydrochlorothiazide 12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Olmesartan medoxomil	12.500mg + 40.000mg		10000	Combo	Combo	Combo
5566441000033117	17220911000001102	Olmetec Plus 40mg/12.5mg tablets (Daiichi Sankyo UK Ltd)	Olmetec Plus 40mg/12.5mg tablets	Tablet	Oral	Hydrochlorothiazide/ Olmesartan medoxomil	12.500mg + 40.000mg		1000	Combo	Combo	Combo
5568741000033113	20556011000001104	Lisinopril 40mg/5ml oral suspension	Lisinopril 40mg/5ml oral suspension	Oral suspension	Oral	Lisinopril	8.000mg/1.000ml		100	ever exclusion	Lisinopril	ACE
5576341000033118	5008911000001100	Folpik XL 10mg tablets (Teva UK Ltd)	Folpik XL 10mg tablets	Modified-release tablet	Oral	Felodipine	10.000mg		2000	Mono	Felodipine	CCB
5576441000033112	13565311000001100	Folpik XL 2.5mg tablets (Teva UK Ltd)	Folpik XL 2.5mg tablets	Modified-release tablet	Oral	Felodipine	2.500mg		2000	Mono	Felodipine	CCB
5576541000033113	5008511000001107	Folpik XL 5mg tablets (Teva UK Ltd)	Folpik XL 5mg tablets	Modified-release tablet	Oral	Felodipine	5.000mg		3000	Mono	Felodipine	CCB
5595341000033117	NA	Captopril Oral Suspension Sugar Free 2 mg/ml							20	ever exclusion	Captopril	ACE
5816841000033119	884811000001103	Bi-Carzem XL 240mg capsules (Tillomed Laboratories Ltd)	Bi-Carzem XL 240mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	240.000mg		40	6 month exclusion	Diltiazem	CCB
5816941000033110	158411000001105	Bi-Carzem XL 300mg capsules (Tillomed Laboratories Ltd)	Bi-Carzem XL 300mg capsules	Modified-release capsule	Oral	Diltiazem hydrochloride	300.000mg		2	6 month exclusion	Diltiazem	CCB
5817441000033119	10751211000001100	Neozipine XL 30mg tablets (Kent Pharma (UK) Ltd)	Neozipine XL 30mg tablets	Modified-release tablet	Oral	Nifedipine	30.000mg		100	Mono	Nifedipine	CCB
5817541000033118	10751411000001100	Neozipine XL 60mg tablets (Kent Pharma (UK) Ltd)	Neozipine XL 60mg tablets	Modified-release tablet	Oral	Nifedipine	60.000mg		60	Mono	Nifedipine	CCB
5887841000033118	8720411000001108	Ramipril 10mg/5ml oral solution	Ramipril 10mg/5ml oral solution	Oral solution	Oral	Ramipril	2.000mg/1.000ml		600	ever exclusion	Ramipril	ACE
5887941000033114	8720511000001107	Ramipril 10mg/5ml oral suspension	Ramipril 10mg/5ml oral suspension	Oral suspension	Oral	Ramipril	2.000mg/1.000ml		1000	ever exclusion	Ramipril	ACE
5888241000033116	NA	Perindopril Oral suspension 4 mg/5 ml							800	ever exclusion	Perindopril	ACE
5888741000033110	8278311000001107	Amlodipine 5mg/5ml oral suspension	Amlodipine 5mg/5ml oral suspension	Oral suspension	Oral	Amlodipine	1.000mg/1.000ml		5000	Mono	Amlodipine	CCB
5890241000033117	8622511000001100	Lisinopril 5mg/5ml oral solution	Lisinopril 5mg/5ml oral solution	Oral solution	Oral	Lisinopril	1.000mg/1.000ml		4000	ever exclusion	Lisinopril	ACE
5890341000033110	8720811000001105	Ramipril 5mg/5ml oral solution	Ramipril 5mg/5ml oral solution	Oral solution	Oral	Ramipril	1.000mg/1.000ml		900	ever exclusion	Ramipril	ACE
5890541000033115	8720611000001106	Ramipril 2.5mg/5ml oral solution	Ramipril 2.5mg/5ml oral solution	Oral solution	Oral	Ramipril	500.000microgram/1.000ml		300	ever exclusion	Ramipril	ACE
5891941000033115	17666011000001106	Adanif XL 30mg tablets (Advanz Pharma)	Adanif XL 30mg tablets	Modified-release tablet	Oral	Nifedipine	30.000mg		2000	Mono	Nifedipine	CCB
5892041000033114	17666211000001100	Adanif XL 60mg tablets (Advanz Pharma)	Adanif XL 60mg tablets	Modified-release tablet	Oral	Nifedipine	60.000mg		1000	Mono	Nifedipine	CCB
5898741000033114	8347111000001104	Captopril 12.5mg/5ml oral solution	Captopril 12.5mg/5ml oral solution	Oral solution	Oral	Captopril	2.500mg/1.000ml		100	ever exclusion	Captopril	ACE
5898841000033116	8347211000001105	Captopril 12.5mg/5ml oral suspension	Captopril 12.5mg/5ml oral suspension	Oral suspension	Oral	Captopril	2.500mg/1.000ml		30	ever exclusion	Captopril	ACE
5898941000033112	8351911000001107	Captopril 6.25mg/5ml oral solution	Captopril 6.25mg/5ml oral solution	Oral solution	Oral	Captopril	1.250mg/1.000ml		60	ever exclusion	Captopril	ACE
5899041000033115	8352011000001100	Captopril 6.25mg/5ml oral suspension	Captopril 6.25mg/5ml oral suspension	Oral suspension	Oral	Captopril	1.250mg/1.000ml		50	ever exclusion	Captopril	ACE
5967041000033117	8485711000001108	Enalapril 10mg/5ml oral solution	Enalapril 10mg/5ml oral solution	Oral solution	Oral	Enalapril maleate	2.000mg/1.000ml		100	ever exclusion	Enalapril	ACE
5967141000033118	8485811000001100	Enalapril 10mg/5ml oral suspension	Enalapril 10mg/5ml oral suspension	Oral suspension	Oral	Enalapril maleate	2.000mg/1.000ml		200	ever exclusion	Enalapril	ACE
5970641000033117	8580811000001101	Irbesartan 150mg/5ml oral suspension	Irbesartan 150mg/5ml oral suspension	Oral suspension	Oral	Irbesartan	30.000mg/1.000ml		80	Mono	Irbesartan	ARB
5971341000033117	8622111000001109	Lisinopril 2.5mg/5ml oral solution	Lisinopril 2.5mg/5ml oral solution	Oral solution	Oral	Lisinopril	500.000microgram/1.000ml		400	ever exclusion	Lisinopril	ACE
5971441000033111	8622211000001103	Lisinopril 2.5mg/5ml oral suspension	Lisinopril 2.5mg/5ml oral suspension	Oral suspension	Oral	Lisinopril	500.000microgram/1.000ml		100	ever exclusion	Lisinopril	ACE
5971541000033112	8622811000001102	Lisinopril 7.5mg/5ml oral solution	Lisinopril 7.5mg/5ml oral solution	Oral solution	Oral	Lisinopril	1.500mg/1.000ml		50	ever exclusion	Lisinopril	ACE
5971641000033113	8622911000001107	Lisinopril 7.5mg/5ml oral suspension	Lisinopril 7.5mg/5ml oral suspension	Oral suspension	Oral	Lisinopril	1.500mg/1.000ml		100	ever exclusion	Lisinopril	ACE
5971741000033116	15451111000001108	Losartan 100mg/5ml oral solution	Losartan 100mg/5ml oral solution	Oral solution	Oral	Losartan potassium	20.000mg/1.000ml		300	Mono	Losartan	ARB
5971841000033114	15451211000001100	Losartan 100mg/5ml oral suspension	Losartan 100mg/5ml oral suspension	Oral suspension	Oral	Losartan potassium	20.000mg/1.000ml		100	Mono	Losartan	ARB
5971941000033118	14159411000001106	Losartan 50mg/5ml oral solution	Losartan 50mg/5ml oral solution	Oral solution	Oral	Losartan potassium	10.000mg/1.000ml		600	Mono	Losartan	ARB
5972041000033112	14159511000001104	Losartan 50mg/5ml oral suspension	Losartan 50mg/5ml oral suspension	Oral suspension	Oral	Losartan potassium	10.000mg/1.000ml		600	Mono	Losartan	ARB
5973741000033117	8670111000001106	Nifedipine 10mg/5ml oral suspension	Nifedipine 10mg/5ml oral suspension	Oral suspension	Oral	Nifedipine	2.000mg/1.000ml		900	Mono	Nifedipine	CCB
5991841000033116	8793311000001104	Diltiazem 2% ointment	Diltiazem 2% ointment	Ointment	Transdermal	Diltiazem hydrochloride	20.000mg/1.000gram		20000	6 month exclusion	Diltiazem	CCB
5991941000033112	8457011000001107	Diltiazem 60mg/5ml oral solution	Diltiazem 60mg/5ml oral solution	Oral solution	Oral	Diltiazem hydrochloride	12.000mg/1.000ml		500	6 month exclusion	Diltiazem	CCB
5992541000033111	8486911000001103	Enalapril 5mg/5ml oral solution	Enalapril 5mg/5ml oral solution	Oral solution	Oral	Enalapril maleate	1.000mg/1.000ml		3000	ever exclusion	Enalapril	ACE
5992641000033112	8487011000001104	Enalapril 5mg/5ml oral suspension	Enalapril 5mg/5ml oral suspension	Oral suspension	Oral	Enalapril maleate	1.000mg/1.000ml		900	ever exclusion	Enalapril	ACE
5997541000033113	NA	Perindopril Oral solution 8 mg/5 ml							20	ever exclusion	Perindopril	ACE
5998241000033112	8720211000001109	Ramipril 1.25mg/5ml oral solution	Ramipril 1.25mg/5ml oral solution	Oral solution	Oral	Ramipril	250.000microgram/1.000ml		200	ever exclusion	Ramipril	ACE
