prodcode	dmdcode	gemscriptcode	productname	drugsubstance	strength	formulation	route	bnfcode	bnfchapter	Group	Name	Class
67789	21295411000001108	45150020	Perindopril erbumine 2mg tablets (Accord Healthcare Ltd)	Perindopril erbumine	2mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
67795	9810811000001102	71548020	Lisinopril 20mg tablets (Almus Pharmaceuticals Ltd)	Lisinopril	20mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
67890	21965511000001104	47165020	Uard 300XL capsules (Ennogen Healthcare Ltd)	Diltiazem hydrochloride	300mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
67902	20308611000001104	40623020	Losartan 100mg tablets (Sandoz Ltd)	Losartan potassium	100mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
67929	32554811000001104	66007021	Candesartan 16mg tablets (Tillomed Laboratories Ltd)	Candesartan cilexetil	16mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Candesartan	ARB
68020	14208611000001108	01075020	Beta-Adalat modified-release capsules (Sigma Pharmaceuticals Plc)	Atenolol/Nifedipine	50mg + 20mg	Modified-release capsule	Oral	02040000/02060200	Beta-adrenoceptor Blocking Drugs/Calcium-channel Blockers	Combo	Combo	Combo
68021	12061211000001102	01555020	Perindopril erbumine 4mg tablets (Alliance Healthcare (Distribution) Ltd)	Perindopril erbumine	4mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
68054	526711000001105	01904020	Diltiazem 60mg modified-release tablets (Alliance Healthcare (Distribution) Ltd)	Diltiazem hydrochloride	60mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
68094	15108011000001108	01456020	Lisinopril 5mg tablets (Sigma Pharmaceuticals Plc)	Lisinopril	5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
68181	29860511000001104	52188021	Felodipine 5mg modified-release tablets (Sigma Pharmaceuticals Plc)	Felodipine	5mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Felodipine	CCB
68192	32497211000001100	66002021	Ramipril 5mg capsules (Brown & Burk UK Ltd)	Ramipril	5mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
68221	7378911000001107	02007020	Amlodipine 10mg tablets (Kent Pharmaceuticals Ltd)	Amlodipine	10mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Amlodipine	CCB
68247	16060411000001108	01457020	Lisinopril 5mg tablets (Bristol Laboratories Ltd)	Lisinopril	5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
68311	29932511000001100	53056021	Amlodipine 5mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)	Amlodipine	1mg/1ml	Oral solution	Oral	02060200	Calcium-channel Blockers	Mono	Amlodipine	CCB
68340	32661211000001104	68779021	Losartan 12.5mg tablets (Consilient Health Ltd)	Losartan potassium	12.5mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
68372	10721111000001104	73473020	Ramipril 5mg tablets (Actavis UK Ltd)	Ramipril	5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
68381	30856611000001104	57259021	Perindopril erbumine 4mg tablets (Mawdsley-Brooks & Company Ltd)	Perindopril erbumine	4mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
68429	24615311000001104	26726021	Diltiazem 120mg modified-release capsules (Ethigen Ltd)	Diltiazem hydrochloride	120mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
68480	30867211000001100	57263021	Ramipril 10mg capsules (Mawdsley-Brooks & Company Ltd)	Ramipril	10mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
68496	127311000001103	63371020	Enalapril 10mg tablets (Kent Pharmaceuticals Ltd)	Enalapril maleate	10mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Enalapril	ACE
68499	142935001000027104	66909020	Felodipine sr 10mg Tablet (Approved Prescription Services Ltd)	Felodipine	10mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Felodipine	CCB
68531	13015411000001108	33673020	Verapamil 40mg/5ml oral suspension	Verapamil hydrochloride	8mg/1ml	Oral suspension	Oral	02060200	Calcium-channel Blockers	Mono	Verapamil	Verapamil
68603	20571811000001104	41900020	Losartan 50mg tablets (Wockhardt UK Ltd)	Losartan potassium	50mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
68647	32746311000001108	69013021	Candesartan 8mg tablets (Genesis Pharmaceuticals Ltd)	Candesartan cilexetil	8mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Candesartan	ARB
68718	20495511000001104	41312020	Candesartan 4mg tablets (A A H Pharmaceuticals Ltd)	Candesartan cilexetil	4mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Candesartan	ARB
68751	32746511000001100	69014021	Candesartan 16mg tablets (Genesis Pharmaceuticals Ltd)	Candesartan cilexetil	16mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Candesartan	ARB
68759	22378611000001104	15618021	Perindopril erbumine 2mg tablets (Aurobindo Pharma Ltd)	Perindopril erbumine	2mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
68828	23977111000001108	21735021	Felodipine 5mg modified-release tablets (DE Pharmaceuticals)	Felodipine	5mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Felodipine	CCB
68948	19688111000001100	01717020	Valsartan 160mg capsules (Actavis UK Ltd)	Valsartan	160mg	Capsule	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Valsartan	ARB
69016	30075711000001108	53703021	Perindopril erbumine 8mg tablets (DE Pharmaceuticals)	Perindopril erbumine	8mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
69028	23969211000001104	21729021	Diltiazem 60mg modified-release capsules (DE Pharmaceuticals)	Diltiazem hydrochloride	60mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
69074	10291011000001108	01479020	Lisinopril 20mg tablets (Relonchem Ltd)	Lisinopril	20mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
69108	29956011000001108	52680021	Adizem-XL 300mg capsules (Lexon (UK) Ltd)	Diltiazem hydrochloride	300mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
69116	30139111000001100	53313021	Diltiazem 60mg modified-release tablets (DE Pharmaceuticals)	Diltiazem hydrochloride	60mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
69192	243255001000027104	91310020	Captopril oral solution	Captopril				02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Captopril	ACE
69202	12862411000001108	33046020	Nifedipine 2mg/5ml oral suspension	Nifedipine	400microgram/1ml	Oral suspension	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
69206	18029311000001108	37681020	Felodipine 2.5mg/5ml oral solution	Felodipine	500microgram/1ml	Oral solution	Oral	02060200	Calcium-channel Blockers	Mono	Felodipine	CCB
69239	16732011000001108	02096020	Lercanidipine 10mg tablets (A A H Pharmaceuticals Ltd)	Lercanidipine hydrochloride	10mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Lercanidipine	CCB
69269	22072811000001100	14473021	Lisinopril 20mg tablets (Waymade Healthcare Plc)	Lisinopril	20mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
69277	29955811000001104	52686021	Adizem-XL 240mg capsules (Lexon (UK) Ltd)	Diltiazem hydrochloride	240mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
69288	32497411000001100	66003021	Ramipril 10mg capsules (Brown & Burk UK Ltd)	Ramipril	10mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
69599	8351111000001109	19279020	Captopril 500micrograms/5ml oral suspension	Captopril	100microgram/1ml	Oral suspension	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Captopril	ACE
69600	8347911000001101	19229020	Captopril 1mg/5ml oral suspension	Captopril	200microgram/1ml	Oral suspension	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Captopril	ACE
69667	15451111000001108	36310020	Losartan 100mg/5ml oral solution	Losartan potassium	20mg/1ml	Oral solution	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
69668	12862511000001108	33048020	Nifedipine 30mg/5ml oral suspension	Nifedipine	6mg/1ml	Oral suspension	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
69802	33582711000001104	70618021	Candesartan 4mg tablets (Mylan)	Candesartan cilexetil	4mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Candesartan	ARB
69818	29669311000001104	52015021	Diltiazem 0.5% ointment	Diltiazem hydrochloride	5mg/1gram	Ointment	Transdermal	01070000/02060200	Local Preparations For Anal And Rectal Disorders/Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
69858	17025911000001100	01642020	Losartan 25mg tablets (Alliance Healthcare (Distribution) Ltd)	Losartan potassium	25mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
70072	30865311000001100	57260021	Ramipril 1.25mg capsules (Mawdsley-Brooks & Company Ltd)	Ramipril	1.25mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
70251	23613311000001108	21294021	Telmisartan 20mg tablets (Teva UK Ltd)	Telmisartan	20mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Telmisartan	ARB
70306	24524011000001108	25462021	Diltiazem 180mg modified-release capsules (Mawdsley-Brooks & Company Ltd)	Diltiazem hydrochloride	180mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
70325	32617311000001108	68366021	Losartan 50mg tablets (Almus Pharmaceuticals Ltd)	Losartan potassium	50mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
70431	27588011000001104	31321021	Irbesartan 150mg tablets (Lupin Healthcare (UK) Ltd)	Irbesartan	150mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Irbesartan	ARB
70455	15825311000001104	36604020	Candesartan 4mg/5ml oral suspension	Candesartan cilexetil	800microgram/1ml	Oral suspension	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Candesartan	ARB
70628	20001711000001104	99477020	Diovan 3mg/1ml oral solution (Novartis Pharmaceuticals UK Ltd)	Valsartan	3mg/1ml	Oral solution	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Valsartan	ARB
70667	30221611000001108	53286021	Lisinopril 5mg tablets (Mawdsley-Brooks & Company Ltd)	Lisinopril	5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
70709	10721411000001100	10702020	Ramipril 10mg tablets (Actavis UK Ltd)	Ramipril	10mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
70732	15608611000001100	28124020	Lercanidipine 20mg tablets (Alliance Healthcare (Distribution) Ltd)	Lercanidipine hydrochloride	20mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Lercanidipine	CCB
70754	18552511000001108	01683020	Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (Ranbaxy (UK) Ltd)	Losartan potassium/Hydrochlorothiazide	50mg + 12.5mg	Tablet	Oral	02050504	Angiotensin-ii Receptor Antagonists With Diuretic	Combo	Combo	Combo
70765	32616911000001104	68395021	Losartan 100mg tablets (Almus Pharmaceuticals Ltd)	Losartan potassium	100mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
70805	34007811000001104	73863021	Candesartan 8mg tablets (Crescent Pharma Ltd)	Candesartan cilexetil	8mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Candesartan	ARB
70827	16725911000001102	77159020	Lercanidipine 10mg tablets (Teva UK Ltd)	Lercanidipine hydrochloride	10mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Lercanidipine	CCB
70916	15639611000001102	09854020	Perindopril erbumine 8mg tablets (Glenmark Pharmaceuticals Europe Ltd)	Perindopril erbumine	8mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
70917	15639011000001108	01547020	Perindopril erbumine 2mg tablets (Glenmark Pharmaceuticals Europe Ltd)	Perindopril erbumine	2mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
70922	18618811000001108	34060020	Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (Phoenix Healthcare Distribution Ltd)	Hydrochlorothiazide/Losartan potassium	12.5mg + 100mg	Tablet	Oral	02050504	Angiotensin-ii Receptor Antagonists With Diuretic	Combo	Combo	Combo
70955	194235001000027104	74725020	Irbesartan 300mg/5ml Oral suspension (Martindale Pharmaceuticals Ltd)	Irbesartan	60mg/1ml	Oral suspension	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Irbesartan	ARB
70961	14005411000001108	01872020	Tildiem Retard 90mg tablets (DE Pharmaceuticals)	Diltiazem hydrochloride	90mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
70990	18642411000001100	78005020	Lacidipine 2mg tablets (A A H Pharmaceuticals Ltd)	Lacidipine	2mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Lacidipine	CCB
70994	654711000001106	66757020	Captopril 12.5mg tablets (Sandoz Ltd)	Captopril	12.5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Captopril	ACE
70999	19833111000001104	38961020	Amlodipine 5mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd)	Amlodipine	5mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Amlodipine	CCB
71004	21296511000001100	45210020	Perindopril erbumine 8mg tablets (Accord Healthcare Ltd)	Perindopril erbumine	8mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
71009	81311000001105	65538020	Verapamil 40mg tablets (Kent Pharmaceuticals Ltd)	Verapamil hydrochloride	40mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Verapamil	Verapamil
71018	20911211000001100	42160020	Lercanidipine 10mg tablets (Arrow Generics Ltd)	Lercanidipine hydrochloride	10mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Lercanidipine	CCB
71019	21623611000001104	46323020	Irbesartan 75mg tablets (Dr Reddy's Laboratories (UK) Ltd)	Irbesartan	75mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Irbesartan	ARB
71025	19834511000001104	39003020	Ramipril 1.25mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd)	Ramipril	1.25mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
71028	20021411000001104	39797020	Valsartan 80mg capsules (Arrow Generics Ltd)	Valsartan	80mg	Capsule	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Valsartan	ARB
71030	20911411000001100	43674020	Lercanidipine 20mg tablets (Arrow Generics Ltd)	Lercanidipine hydrochloride	20mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Lercanidipine	CCB
71040	20005511000001104	39748020	Ramipril 5mg tablets (Pfizer Ltd)	Ramipril	5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
71068	19834711000001108	39004020	Ramipril 2.5mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd)	Ramipril	2.5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
71080	20912811000001108	42155020	Candesartan 4mg tablets (Zentiva)	Candesartan cilexetil	4mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Candesartan	ARB
71096	21624111000001108	46324020	Irbesartan 150mg tablets (Dr Reddy's Laboratories (UK) Ltd)	Irbesartan	150mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Irbesartan	ARB
71115	10483611000001104	01500020	Zestoretic 10 tablets (Waymade Healthcare Plc)	Lisinopril/Hydrochlorothiazide	10mg + 12.5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	Combo	Combo	Combo
71215	21219011000001104	44378020	Irbesartan 75mg tablets (Actavis UK Ltd)	Irbesartan	75mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Irbesartan	ARB
71277	8353911000001108	19300020	Captopril 7.5mg/5ml oral suspension	Captopril	1.5mg/1ml	Oral suspension	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Captopril	ACE
71339	5439111000001108	01949020	Adalat LA 30 tablets (Dowelhurst Ltd)	Nifedipine	30mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
71342	10530911000001104	01894020	Dilzem XL 240 capsules (Waymade Healthcare Plc)	Diltiazem hydrochloride	240mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
71344	5332311000001106	01982020	Amlodipine 5mg tablets (Waymade Healthcare Plc)	Amlodipine	5mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Amlodipine	CCB
71353	5450111000001102	01983020	Amlodipine 5mg tablets (Dowelhurst Ltd)	Amlodipine	5mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Amlodipine	CCB
71413	4773111000001108	01883020	Diltiazem 120mg modified-release capsules (A A H Pharmaceuticals Ltd)	Diltiazem hydrochloride	120mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
71491	28779811000001104	44887021	Ramipril 2.5mg capsules (Ennogen Pharma Ltd)	Ramipril	2.5mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
71529	36031711000001104	68595020	Nimodipine 10mg/50ml solution for infusion vials	Nimodipine	200microgram/1ml	Solution for infusion	Intravenous	02060200	Calcium-channel Blockers	6 month exclusion	Nimodipine	CCB
71562	129245001000027104	65062020	Lisinopril 10mg Tablet (Niche Generics Ltd)	Lisinopril	10mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
71601	12303311000001108	31752020	Nifedipine 2.5mg/5ml oral suspension	Nifedipine	500microgram/1ml	Oral suspension	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
71618	18276311000001108	34058020	Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (A A H Pharmaceuticals Ltd)	Hydrochlorothiazide/Losartan potassium	12.5mg + 100mg	Tablet	Oral	02050504	Angiotensin-ii Receptor Antagonists With Diuretic	Combo	Combo	Combo
71653	34685811000001104	77910021	Nidef 60mg modified-release tablets (Morningside Healthcare Ltd)	Nifedipine	60mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
71668	9794611000001104	71481020	Enalapril 20mg tablets (Almus Pharmaceuticals Ltd)	Enalapril maleate	20mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Enalapril	ACE
71682	30826311000001104	57438021	Losartan 100mg / Hydrochlorothiazide 25mg tablets (Mawdsley-Brooks & Company Ltd)	Losartan potassium/Hydrochlorothiazide	100mg + 25mg	Tablet	Oral	02050504	Angiotensin-ii Receptor Antagonists With Diuretic	Combo	Combo	Combo
71702	8443011000001104	19778020	Diltiazem 60mg/5ml oral solution (Special Order)	Diltiazem hydrochloride	12mg/1ml	Oral solution	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
71737	9793911000001100	71472020	Enalapril 2.5mg tablets (Almus Pharmaceuticals Ltd)	Enalapril maleate	2.5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Enalapril	ACE
71744	15879911000001100	36652020	Diltiazem 0.4% cream	Diltiazem hydrochloride	4mg/1gram	Cream	Transdermal	01070000/02060200	Local Preparations For Anal And Rectal Disorders/Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
71748	24413611000001104	24019021	Actelsar HCT 80mg/25mg tablets (Actavis UK Ltd)	Hydrochlorothiazide/Telmisartan	25mg + 80mg	Tablet	Oral	02050504	Angiotensin-ii Receptor Antagonists With Diuretic	Combo	Combo	Combo
71760	24615511000001100	26730021	Nifedipine 10mg modified-release tablets (Ethigen Ltd)	Nifedipine	10mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
71910	18494111000001104	01668020	Losartan 50mg tablets (Necessity Supplies Ltd)	Losartan potassium	50mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
71939	10286711000001100	70113020	Amlodipine 10mg tablets (Focus Pharmaceuticals Ltd)	Amlodipine	10mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Amlodipine	CCB
71969	24597911000001104	26723021	Diltiazem 300mg modified-release capsules (Sigma Pharmaceuticals Plc)	Diltiazem hydrochloride	300mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
72000	21123311000001108	43820020	Irbesartan 150mg tablets (Alliance Healthcare (Distribution) Ltd)	Irbesartan	150mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Irbesartan	ARB
72017	8485511000001103	19797020	Enalapril 1.25mg/5ml oral solution	Enalapril maleate	250microgram/1ml	Oral solution	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Enalapril	ACE
72038	10290411000001108	01442020	Lisinopril 2.5mg tablets (Relonchem Ltd)	Lisinopril	2.5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
72049	29992111000001104	53316021	Amlodipine 5mg tablets (Mawdsley-Brooks & Company Ltd)	Amlodipine	5mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Amlodipine	CCB
72086	19688511000001104	10169020	Valsartan 160mg / Hydrochlorothiazide 12.5mg tablets (Actavis UK Ltd)	Valsartan/Hydrochlorothiazide	160mg + 12.5mg	Tablet	Oral	02050504	Angiotensin-ii Receptor Antagonists With Diuretic	Combo	Combo	Combo
72091	24102211000001104	23044021	Diltiazem 180mg modified-release capsules (DE Pharmaceuticals)	Diltiazem hydrochloride	180mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
72181	18029411000001100	37683020	Felodipine 5mg/5ml oral solution	Felodipine	1mg/1ml	Oral solution	Oral	02060200	Calcium-channel Blockers	Mono	Felodipine	CCB
72199	35134611000001100	79476021	Amlodipine 5mg tablets (Aurobindo Pharma Ltd)	Amlodipine	5mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Amlodipine	CCB
72215	20530011000001104	41314020	Candesartan 4mg tablets (Consilient Health Ltd)	Candesartan cilexetil	4mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Candesartan	ARB
72221	23594311000001104	20170021	Felodipine 5mg modified-release tablets (Waymade Healthcare Plc)	Felodipine	5mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Felodipine	CCB
72253	24102911000001100	23050021	Nifedipine 30mg modified-release tablets (Sigma Pharmaceuticals Plc)	Nifedipine	30mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
72295	196145001000027104	75186020	Perindopril 2mg Tablet (Neo Laboratories Ltd)	Perindopril erbumine	2mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
72321	34685211000001104	77909021	Nidef 30mg modified-release tablets (Morningside Healthcare Ltd)	Nifedipine	30mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
72336	22072411000001104	14471021	Lisinopril 5mg tablets (Waymade Healthcare Plc)	Lisinopril	5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
72341	34747411000001104	78197021	Ramipril 2.5mg capsules (Wockhardt UK Ltd)	Ramipril	2.5mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
72430	29781411000001108	52582021	Amlodipine 10mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)	Amlodipine	2mg/1ml	Oral solution	Oral	02060200	Calcium-channel Blockers	Mono	Amlodipine	CCB
72488	33424611000001104	70361021	Diltiazem 300mg modified-release capsules (A A H Pharmaceuticals Ltd)	Diltiazem hydrochloride	300mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
72839	24410111000001104	23688021	Diltiazem 300mg modified-release capsules (DE Pharmaceuticals)	Diltiazem hydrochloride	300mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
72842	34747811000001108	78199021	Ramipril 10mg capsules (Wockhardt UK Ltd)	Ramipril	10mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
72924	23646611000001100	21333021	Candesartan 4mg tablets (Phoenix Healthcare Distribution Ltd)	Candesartan cilexetil	4mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Candesartan	ARB
72941	13011311000001104	33594020	Perindopril erbumine 1mg/5ml oral suspension	Perindopril erbumine	200microgram/1ml	Oral suspension	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
73389	23881711000001100	21323021	Enalapril 2.5mg tablets (DE Pharmaceuticals)	Enalapril maleate	2.5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Enalapril	ACE
73459	20007111000001104	39753020	Ramipril 2.5mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)	Ramipril	500microgram/1ml	Oral solution	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
73467	87665001000027104	59099020	Verapamil hc 80mg Tablet (Ranbaxy (UK) Ltd)	Verapamil hydrochloride	80mg	Tablet	Oral	02030202/02060200	Supraventricular Arrhythmias/Calcium-channel Blockers	Mono	Verapamil	Verapamil
73484	237045001000027104	87450020	Tritace 5mg Tablet (Sterwin Medicines)	Ramipril	5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
73528	35139711000001104	79473021	Candesartan 4mg tablets (Milpharm Ltd)	Candesartan cilexetil	4mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Candesartan	ARB
